parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers
241699,FUTURE INTERESTS AND DEVISES,241700,DEVISE OF RENTS,1,1,241701=DEVISE OF RENTS AND PROFITS,1
241736,HOMESTEAD RIGHTS,241739,EFFECT OF INCONSISTENT DISPOSITION,2,0,241740=EFFECT OF INCONSISTENT DISPOSITIONS ON HOMESTEAD,1
241736,HOMESTEAD RIGHTS,241751,SURVIVING SPOUSE'S HOMESTEAD RIGHTS,1,1,241746=RIGHTS OF SURVIVING SPOUSE,1
241736,HOMESTEAD RIGHTS,241744,NATURE AND CHARACTER OF THE HOMESTEAD ESTATE,2,0,241745=NATURE AND CHARACTERISTICS OF HOMESTEAD RIGHT,1
241778,JOINT ESTATES,241785,STATUTORY AND CASE LAW REFERENCES,1,0,241784=STATUTORY AND CASE LAW GOVERNING JOINT ESTATES,1
241798,LEASEHOLD AND TENANCY ESTATES,241799,ESTATE AT WILL,0,2,241801=TENANCY AT WILL,1
241803,LEASEHOLD ESTATES,241853,NATURE AND DEFINITION OF LEASES,2,0,241852=NATURE AND CLASSIFICATION OF LEASES,1
241803,LEASEHOLD ESTATES,241840,LEASE FORMATION,0,2,241836=FORMATION AND PERFECTION OF LEASES,1
241803,LEASEHOLD ESTATES,241832,ESTATES FOR YEARS,3,10,241843=LEASES FOR YEARS;241873=TERM OF YEARS,2
241803,LEASEHOLD ESTATES,241875,TERMINATION OF LEASEHOLD,0,3,241878=TERMINATION OF LEASES;241880=TERMINATION OF TENANCY,2
241803,LEASEHOLD ESTATES,241821,ESTATE AT SUFFERANCE,1,2,241863=TENANCY AT SUFFERANCE,1
241803,LEASEHOLD ESTATES,241869,TENANT OBLIGATIONS AND RIGHTS IN LEASED PREMISES,1,0,241867=TENANT OBLIGATIONS AND LIABILITIES;241870=TENANT RIGHTS AND OBLIGATIONS,2
241803,LEASEHOLD ESTATES,241807,ASSIGNMENT OF LEASES,1,3,241805=ASSIGNMENT OF LEASEHOLD,1
241822,ESTATE AT WILL,241824,TERMINATION OF ESTATE AT WILL,3,0,241823=TERMINATION AT WILL OF EITHER PARTY,1
241825,ESTATE FOR YEARS,241827,DEFINITION,2,0,241828=DEFINITION AND NATURE OF TERM OF YEARS,1
241854,PERIODIC TENANCIES,241855,TENANCIES FROM YEAR TO YEAR,1,1,241856=YEAR-TO-YEAR TENANCIES,1
241903,LESS THAN FREEHOLD ESTATES,241906,CONDITIONS ON ESTATES,0,2,241904=CONDITIONS AFFECTING ESTATES,1
241945,LESS-THAN-FREEHOLD ESTATES,242007,TERM OF YEARS,2,3,241966=ESTATES FOR YEARS,1
241945,LESS-THAN-FREEHOLD ESTATES,241962,DUTIES AND OBLIGATIONS OF TENANTS,0,2,241988=OBLIGATIONS AND LIABILITIES OF TENANTS,1
242024,LESSOR-LESSEE RELATIONSHIP,242029,LESSOR'S TITLE AND ESTOPPEL,1,1,242027=ESTOPPEL OF LESSEE TO DENY LESSOR'S TITLE,1
242031,LESSOR-LESSEE RELATIONSHIPS,242037,LESSEE ESTOPPEL TO DENY LESSOR'S TITLE,2,2,242036=LESSEE ESTOPPEL REGARDING LESSOR'S TITLE,1
242041,LICENSES,242048,TERMINATION OF LICENSES,1,1,242046=TERMINATION AND ENFORCEMENT OF LICENSES,1
242051,LIFE ESTATES,242055,CURTESY,8,35,242090=CURTESY AND ITS DEFEASANCE;242091=CURTESY AS A LIFE ESTATE;242154=ESTATE BY CURTESY;242155=ESTATE BY THE COURTESY;242202=TENANCY BY THE CURTESY,5
242051,LIFE ESTATES,242210,WASTE,0,16,242221=WASTE AND DILAPIDATION;242225=WASTE BY LIFE TENANT,2
242051,LIFE ESTATES,242139,DUTIES OF LIFE TENANTS,0,7,242131=DUTIES AND LIABILITIES OF LIFE TENANT;242135=DUTIES AND LIMITATIONS OF LIFE TENANTS;242137=DUTIES AND OBLIGATIONS OF LIFE TENANTS;242176=LIFE TENANT'S OBLIGATIONS AND LIMITATIONS;242206=TENANT'S DUTIES AND LIMITATIONS,5
242051,LIFE ESTATES,242126,DOWER AND CURTESY AS LIFE ESTATES,1,12,242113=DOWER AND CURTESY,1
242051,LIFE ESTATES,242141,EMBLEMENTS,1,14,242150=EMBLEMENTS AND CROPS;242152=EMBLEMENTS AND GROWING CROPS,2
242051,LIFE ESTATES,242198,SEISIN AND POSSESSION,1,2,242195=SEISIN,1
242051,LIFE ESTATES,242092,DOWER,2,18,242127=DOWER RIGHTS,1
242055,CURTESY,242057,ABOLITION OF CURTESY,7,0,242056=ABOLITION BY STATUTE,1
242055,CURTESY,242072,DUTIES AND OBLIGATIONS OF CURTESY,2,0,242071=DUTIES AND LIABILITIES OF CURTESY TENANT,1
242055,CURTESY,242075,INCIDENT TO WIFE'S LEGAL ESTATE,2,0,242060=CURTESY AS INCIDENT OF WIFE'S LEGAL ESTATE,1
242092,DOWER,242096,ASSIGNMENT OF DOWER,4,1,242093=ASSIGNMENT AND APPORTIONMENT OF DOWER,1
242092,DOWER,242111,LOSS OR BAR OF DOWER,1,0,242098=BAR TO DOWER,1
242113,DOWER AND CURTESY,242114,ABOLITION OF DOWER,2,0,242123=STATUTORY ABOLITION OR MODIFICATION OF DOWER,1
242210,WASTE,242217,REMEDIES FOR WASTE,5,0,242218=REMEDIES FOR WASTE AT COMMON LAW,1
242210,WASTE,242212,ALTERATION OF BUILDINGS AS WASTE,4,0,242211=ALTERATION OF BUILDINGS,1
242210,WASTE,242215,PRIVITY REQUIREMENT,2,0,242216=PRIVITY REQUIREMENT FOR WASTE ACTION,1
242221,WASTE AND DILAPIDATION,242223,RUINOUS BUILDINGS AT COMMENCEMENT,2,0,242224=RUINOUS BUILDINGS AT COMMENCEMENT OF LIFE ESTATE,1
242228,CURTESY,242229,ABOLITION OF CURTESY,3,0,242230=ABOLITION OF CURTESY BY STATUTE,1
242266,MARITAL ESTATES,242313,ESTATES BY CURTESY,2,3,242269=CURTESY,1
242288,DOWER AND CURTESY,242298,FORMALITIES AND VALIDATION,0,1,242296=FORMALITIES AND EVIDENCE FOR CREATION OR RECOGNITION,1
242345,DOWER,242349,LOSS OR BAR OF DOWER,0,2,242346=BARRING OR LOSS OF DOWER RIGHTS,1
242406,NON-FREEHOLD ESTATES,242407,ESTATES AT WILL,3,2,242418=TENANCY AT WILL,1
242415,TENANCY AT SUFFERANCE,242417,INCIDENTS AND RIGHTS,2,0,242416=INCIDENTS AND LEGAL EFFECTS,1
242474,WASTE,242475,ACTIONS FOR WASTE,2,0,242476=REMEDIES FOR WASTE,1
242488,SEISIN,242502,UNITY OF SEISIN,1,0,242501=UNITY AND EXCLUSIVITY OF SEISIN,1
242507,SERVITUDES,242508,CLASSIFICATION OF SERVITUDES,2,0,242509=FORMS AND CLASSIFICATION OF SERVITUDES,1
242539,TENURES AND ALODIAL HOLDINGS,242544,VILLEIN SOCAGE,1,0,242542=INCIDENTS OF TENURE BY VILLEIN SOCAGE,1
242578,USES AND TRUSTS,242585,REQUIREMENTS FOR THE CREATION OF A USE,1,1,242586=REQUIREMENTS FOR VALID USE,1
242600,ESTATES AND INTERESTS IN REAL PROPERTY,242601,EQUITABLE ESTATES,0,3,242604=EQUITABLE INTERESTS,1
242707,ESTATES IN LAND,243062,MARITAL ESTATES,0,1,243065=MARITAL ESTATES AND INTERESTS,1
242707,ESTATES IN LAND,243075,NON-FREEHOLD ESTATES,1,3,243080=NONFREEHOLD ESTATES,1
242707,ESTATES IN LAND,242803,FEE TAIL,0,8,242751=ESTATES TAIL;242810=FEE TAIL (ESTATE TAIL);242815=FEE TAIL ESTATES,3
242707,ESTATES IN LAND,242711,CLASSIFICATION OF ESTATES,6,11,242708=CLASSIFICATION AND CHARACTERISTICS OF ESTATES;242709=CLASSIFICATION AND TYPES OF ESTATES;242727=CREATION AND CLASSIFICATION OF ESTATES;243072=NATURE AND CLASSIFICATION OF ESTATES,4
242707,ESTATES IN LAND,242764,FEE SIMPLE,0,19,242791=FEE SIMPLE ESTATES,1
242707,ESTATES IN LAND,242732,DETERMINABLE ESTATES,0,1,242734=DURATION AND DETERMINABILITY OF ESTATES,1
242707,ESTATES IN LAND,242724,CONCURRENT ESTATES,0,2,242722=CO-OWNERSHIP AND CONCURRENT ESTATES,1
242707,ESTATES IN LAND,242903,FUTURE INTERESTS,0,15,242900=FUTURE ESTATES;242937=FUTURE INTERESTS AND ESTATES,2
242711,CLASSIFICATION OF ESTATES,242713,ESTATES CLASSIFIED BY QUANTITY,2,0,242712=CLASSIFICATION BY QUANTITY OF INTEREST,1
242764,FEE SIMPLE,242774,CREATION BY INTER VIVOS CONVEYANCE,1,1,242772=CREATION BY CONVEYANCE,1
242791,FEE SIMPLE ESTATES,242796,DEFEASIBLE FEES,1,0,"242793=BASE, QUALIFIED, OR DETERMINABLE FEES",1
242803,FEE TAIL,242806,BARRING THE ENTAIL,1,1,242804=BARRING OR DOCKING THE ENTAIL,1
242821,FREEHOLD ESTATES,242871,FEE TAIL (ESTATES TAIL),1,6,242845=ESTATES TAIL;242869=FEE TAIL,2
242821,FREEHOLD ESTATES,242855,FEE SIMPLE,3,3,242866=FEE SIMPLE ESTATE,1
242821,FREEHOLD ESTATES,242832,DEFINITION OF FREEHOLD,2,0,242831=DEFINITION AND NATURE OF FREEHOLD,1
242845,ESTATES TAIL,242848,ESTATES TAIL IN THE UNITED STATES,1,0,242846=ABOLITION AND TREATMENT IN THE UNITED STATES,1
242874,LIFE ESTATES,242875,CREATION AND DURATION,2,0,242876=CREATION AND DURATION OF LIFE ESTATES,1
242874,LIFE ESTATES,242881,DEFINITION AND CLASSIFICATION,2,0,242882=DEFINITION AND CLASSIFICATION OF LIFE ESTATES,1
242911,REMAINDERS,242916,KINDS OF REMAINDERS,2,0,242912=CLASSIFICATION OF REMAINDERS,1
242922,REVERSIONS,242923,DEFINITION,3,0,242924=DEFINITION AND HISTORICAL OUTLINE,1
242946,LEASEHOLD ESTATES,242957,INTERESTS FOR YEARS,1,2,242951=ESTATE FOR YEARS,1
242946,LEASEHOLD ESTATES,242953,ESTATES AT WILL,0,2,242963=TENANCY AT WILL,1
242968,LIFE ESTATES,243008,NATURE AND KINDS OF LIFE ESTATES,5,0,242973=CLASSIFICATION OF LIFE ESTATES;243007=NATURE AND CLASSIFICATION OF LIFE ESTATES,2
242968,LIFE ESTATES,242994,JOINTURE,1,2,242996=JOINTURE AND PROVISIONS FOR SPOUSES,1
242968,LIFE ESTATES,242985,DUTIES OF LIFE TENANTS,2,3,243001=LIFE TENANT DUTIES TO PROTECT AND PRESERVE THE ESTATE;243002=LIFE TENANT'S RIGHTS AND DUTIES;243010=RIGHTS AND DUTIES OF LIFE TENANTS,3
242968,LIFE ESTATES,243017,RIGHTS INCIDENT TO LIFE TENANCY,0,2,243012=RIGHTS AND INCIDENTS OF LIFE ESTATES;243014=RIGHTS AND INTERESTS OF LIFE TENANTS,2
242968,LIFE ESTATES,242981,DURATION AND TERMINATION,0,2,243027=TERMINATION OF LIFE ESTATES,1
242968,LIFE ESTATES,242978,DOWER,0,1,243034=WIDOW'S INTEREST AND DOWER,1
243002,LIFE TENANT'S RIGHTS AND DUTIES,243004,ESTOVERS,2,0,243005=ESTOVERS AND CULTIVATION RIGHTS,1
243116,ESTATES IN REAL PROPERTY,243134,FUTURE ESTATES,0,3,243138=FUTURE INTERESTS;243141=FUTURE INTERESTS AND ESTATES,2
243116,ESTATES IN REAL PROPERTY,243145,LEGAL AND EQUITABLE ESTATES,2,0,243123=DISTINCTION BETWEEN LEGAL AND EQUITABLE ESTATES,1
243116,ESTATES IN REAL PROPERTY,243122,DEFINITION OF ESTATE,2,0,243121=DEFINITION AND ILLUSTRATION OF ESTATES,1
243116,ESTATES IN REAL PROPERTY,243152,TRUSTS,0,2,243154=TRUSTS IN REAL PROPERTY,1
243224,FIXTURES,243248,CLASSIFICATION AND STATUS,0,2,243250=CLASSIFICATION AND STATUS OF FIXTURES,1
243224,FIXTURES,243237,ANNEXATION TO REALTY,2,0,243229=ANNEXATION;243238=ANNEXATION TO THE FREEHOLD,2
243224,FIXTURES,243306,MORTGAGED FIXTURES,0,1,243282=FIXTURES AND MORTGAGES;243288=FIXTURES IN REAL PROPERTY MORTGAGES,2
243224,FIXTURES,243234,ANNEXATION AND DETERMINATION OF FIXTURE STATUS,1,0,243267=DETERMINATION OF FIXTURE CHARACTER;243269=DETERMINATION OF FIXTURE STATUS,2
243224,FIXTURES,243296,INTENTION AS CONTROLLING FACTOR,1,0,243297=INTENTION AS GOVERNING CHARACTER OF FIXTURES,1
243224,FIXTURES,243345,TRADE AND MANUFACTURING FIXTURES,0,2,243349=TRADE FIXTURES;243351=TRADE FIXTURES AND TENANT'S FIXTURES,2
243224,FIXTURES,243331,TENANT'S FIXTURES,0,3,243329=TENANT FIXTURES,1
243224,FIXTURES,243273,EFFECT OF REMOVAL BY OWNER,1,0,243319=REMOVAL BY OWNER,1
243224,FIXTURES,243254,CLASSIFICATION AS REALTY OR PERSONALTY,0,2,243241=CHARACTERIZATION AS REALTY OR PERSONALTY,1
243224,FIXTURES,243315,ORNAMENTAL AND CONVENIENCE FIXTURES,2,0,243287=FIXTURES FOR ORNAMENT AND CONVENIENCE,1
243224,FIXTURES,243308,MORTGAGES AND SECURITY INTERESTS,0,1,243310=MORTGAGES AND SECURITY INTERESTS IN FIXTURES,1
243224,FIXTURES,243256,CLASSIFICATION OF FIXTURES,1,4,243239=CHARACTERIZATION AND CLASSIFICATION OF FIXTURES,1
243229,ANNEXATION,243230,CONSTRUCTIVE ANNEXATION,1,0,243232=REAL AND CONSTRUCTIVE ANNEXATION,1
243410,FUTURE INTERESTS,243440,REMAINDERS,1,26,243477=REMAINERS,1
243440,REMAINDERS,243444,CLASS REMAINDERS,2,0,243443=CLASS GIFTS AND REMAINDERS,1
243440,REMAINDERS,243466,REQUISITES OF REMAINDERS,1,1,243464=REQUIREMENTS FOR VALID REMAINDER,1
243505,RULE AGAINST PERPETUITIES,243506,APPLICATION AND INTERPRETATION,4,0,243507=APPLICATION AND INTERPRETATION OF THE RULE,1
243505,RULE AGAINST PERPETUITIES,243538,QUALIFICATIONS AND EXCEPTIONS,2,0,243521=EXCEPTIONS AND LIMITATIONS TO THE RULE;243543=STATUTORY MODIFICATIONS OR EXCEPTIONS,2
243505,RULE AGAINST PERPETUITIES,243530,JUDICIAL INTERPRETATION AND APPLICATION,8,0,243531=JUDICIAL INTERPRETATION AND CASE LAW;243532=JUDICIAL INTERPRETATION AND EVOLUTION,2
243505,RULE AGAINST PERPETUITIES,243525,HISTORICAL AND THEORETICAL FOUNDATIONS,2,0,243524=HISTORICAL AND PHILOSOPHICAL FOUNDATIONS,1
243638,EMINENT DOMAIN,243674,PROCEDURAL STAGES AND REVIEW,0,2,243676=PROCEDURAL STAGES IN EMINENT DOMAIN,1
243638,EMINENT DOMAIN,243661,PROCEDURAL AND RECORD REQUIREMENTS,1,0,243670=PROCEDURAL REQUIREMENTS,1
243638,EMINENT DOMAIN,243642,ACQUISITION BY AGREEMENT OR NEGOTIATION,6,3,243639=ACQUISITION BY AGREEMENT,1
243638,EMINENT DOMAIN,243655,JURISDICTIONAL AND STATE-SPECIFIC APPLICATIONS,0,3,243652=JURISDICTIONAL AND REGIONAL APPLICATIONS,1
243638,EMINENT DOMAIN,243666,PROCEDURAL ASPECTS OF EMINENT DOMAIN,0,4,243664=PROCEDURAL ASPECTS,1
243638,EMINENT DOMAIN,243689,TAKING OF PROPERTY,1,0,243690=TAKING OF PROPERTY FOR PUBLIC USE,1
243638,EMINENT DOMAIN,243647,JUDICIAL PRECEDENTS IN EMINENT DOMAIN,10,0,243645=JUDICIAL INTERPRETATION AND PRECEDENT;243646=JUDICIAL PRECEDENTS AND CASE LAW,2
243638,EMINENT DOMAIN,243649,JUDICIAL PROCEEDINGS AND CASES,3,0,243648=JUDICIAL PROCEEDINGS AND CASE LAW;243650=JUDICIAL PROCEEDINGS IN EMINENT DOMAIN,2
243639,ACQUISITION BY AGREEMENT,243640,PRECLUSION OF PROCEEDINGS,2,0,243641=PRECLUSION OF PROCEEDINGS BY AGREEMENT,1
243699,GOVERNMENT TAKING OF PROPERTY,243738,EMINENT DOMAIN PROCEEDINGS,0,3,243736=EMINENT DOMAIN PROCEDURES,1
243700,EMINENT DOMAIN,243708,JUDICIAL PRECEDENT AND CASE LAW,4,0,243705=JUDICIAL INTERPRETATION AND CASE LAW;243706=JUDICIAL INTERPRETATION AND PRECEDENT;243710=JUDICIAL PRECEDENTS AND LEADING CASES,3
243700,EMINENT DOMAIN,243718,PROCEDURAL RIGHTS IN EMINENT DOMAIN,0,1,243721=PROCEDURAL RIGHTS OF PROPERTY OWNERS,1
243700,EMINENT DOMAIN,243713,JUDICIAL REVIEW OF EMINENT DOMAIN CASES,4,0,243712=JUDICIAL REVIEW OF EMINENT DOMAIN ACTIONS,1
243700,EMINENT DOMAIN,243731,STATE-SPECIFIC APPLICATIONS AND CASE LAW,2,0,243732=STATE-SPECIFIC APPLICATIONS AND INTERPRETATIONS,1
243700,EMINENT DOMAIN,243729,PROCEDURES AND PROCESS,0,1,243727=PROCEDURES AND MECHANISMS,1
243700,EMINENT DOMAIN,243716,PROCEDURAL AND REMEDIAL ISSUES,0,2,243714=PROCEDURAL AND REMEDIAL ASPECTS,1
243752,EMINENT DOMAIN,243755,ASSESSMENT OF COMPENSATION,0,3,243753=ASSESSMENT AND PAYMENT OF COMPENSATION;243763=DETERMINATION OF COMPENSATION,2
243752,EMINENT DOMAIN,243757,ASSESSMENT OF DAMAGES,2,3,243772=MEASURE OF DAMAGES,1
243785,VALUATION OF TAKEN PROPERTY,243786,ENHANCEMENT DUE TO PUBLIC IMPROVEMENT,2,0,243787=ENHANCEMENTS DUE TO PUBLIC WORKS OR IMPROVEMENTS,1
243788,GOVERNMENT TAKINGS AND EMINENT DOMAIN,243819,JUDICIAL PRECEDENTS IN EMINENT DOMAIN CASES,1,0,243818=JUDICIAL INTERPRETATION OF EMINENT DOMAIN POWER,1
243788,GOVERNMENT TAKINGS AND EMINENT DOMAIN,243826,PROCEDURAL ASPECTS OF EMINENT DOMAIN,0,1,243829=PROCEDURAL REQUIREMENTS FOR EMINENT DOMAIN,1
243788,GOVERNMENT TAKINGS AND EMINENT DOMAIN,243807,CONDEMNATION PROCEEDINGS,1,2,243811=EMINENT DOMAIN PROCEEDINGS,1
243788,GOVERNMENT TAKINGS AND EMINENT DOMAIN,243822,JUDICIAL REVIEW OF EMINENT DOMAIN CASES,1,1,243820=JUDICIAL REVIEW OF EMINENT DOMAIN ACTIONS,1
243788,GOVERNMENT TAKINGS AND EMINENT DOMAIN,243796,COMPENSATION FOR TAKINGS,0,9,243791=COMPENSATION AND DAMAGES;243794=COMPENSATION FOR TAKEN PROPERTY;243805=COMPENSATION FOR TAKINGS OR INJURIES,3
243796,COMPENSATION FOR TAKINGS,243803,TIMING OF COMPENSATION,2,0,243804=TIMING OF COMPENSATION ASSESSMENT,1
243911,FEUDAL SYSTEM IN ENGLAND,243912,RISE AND GROWTH,2,0,243913=RISE AND GROWTH OF THE FEUDAL SYSTEM,1
243996,HOMESTEAD RIGHTS,244067,LIMITATIONS ON HOMESTEAD RIGHTS,1,1,244065=LIMITATIONS AND RESTRICTIONS ON HOMESTEAD RIGHTS,1
243996,HOMESTEAD RIGHTS,244034,EXEMPTION FROM CREDITORS' CLAIMS,0,1,244048=HOMESTEAD EXEMPTION FROM CREDITORS,1
243996,HOMESTEAD RIGHTS,244020,ENTITLEMENT TO CLAIM HOMESTEAD,1,0,244021=ENTITLEMENT TO HOMESTEAD,1
243996,HOMESTEAD RIGHTS,244003,CLAIMANTS AND ELIGIBILITY,0,2,244011=ELIGIBILITY AND CLAIMANT STATUS,1
243996,HOMESTEAD RIGHTS,244024,ENTITLEMENT TO HOMESTEAD EXEMPTION,1,2,244013=ELIGIBILITY FOR HOMESTEAD EXEMPTION;244078=PERSONS ENTITLED TO HOMESTEAD EXEMPTION,2
243996,HOMESTEAD RIGHTS,244086,SURVIVING SPOUSE'S HOMESTEAD INTEREST,0,3,244081=RIGHTS OF SURVIVING SPOUSE,1
243996,HOMESTEAD RIGHTS,244009,EFFECT OF ADMINISTRATION ON HOMESTEAD,2,0,244010=EFFECT OF ADMINISTRATION ON HOMESTEAD RIGHTS,1
243996,HOMESTEAD RIGHTS,244070,LOSS OR TERMINATION OF HOMESTEAD,0,3,244041=EXTINGUISHMENT OR BARRING OF HOMESTEAD RIGHTS;244068=LOSS OR EXTINGUISHMENT OF HOMESTEAD,2
243996,HOMESTEAD RIGHTS,244037,EXEMPTION FROM DEBTS,2,0,244051=HOMESTEAD EXEMPTION FROM DEBT,1
244021,ENTITLEMENT TO HOMESTEAD,244023,STATE-SPECIFIC HOMESTEAD LAWS,2,0,244022=STATE-SPECIFIC ENTITLEMENT RULES,1
244024,ENTITLEMENT TO HOMESTEAD EXEMPTION,244025,STATE-SPECIFIC ENTITLEMENT RULES,2,2,244026=STATE-SPECIFIC RULES,1
244052,HOMESTEAD EXEMPTIONS,244054,ENTITLEMENT TO HOMESTEAD EXEMPTION,4,0,244053=ELIGIBILITY FOR HOMESTEAD EXEMPTION,1
244086,SURVIVING SPOUSE'S HOMESTEAD INTEREST,244088,WIDOW'S RIGHT TO SELL,2,0,244087=WIDOW'S POWER TO SELL OR ALIENATE,1
244092,HOMESTEAD RIGHTS AND EXEMPTIONS,244101,ELIGIBILITY TO CLAIM HOMESTEAD,2,5,244095=ELIGIBILITY AND ENTITLEMENT;244097=ELIGIBILITY FOR HOMESTEAD EXEMPTION;244099=ELIGIBILITY TO CLAIM;244102=ENTITLEMENT TO CLAIM EXEMPTION;244104=ENTITLEMENT TO CLAIM HOMESTEAD,5
244143,EASEMENTS AND SERVITUDES,244153,TERMINATION OF EASEMENTS,0,2,244151=TERMINATION AND EXTINGUISHMENT,1
244197,EASEMENTS,244198,ACQUISITION OF EASEMENTS,1,3,244199=CREATION AND GRANT OF EASEMENTS;244201=CREATION AND RESERVATION OF EASEMENTS;244203=CREATION AND TRANSFER OF EASEMENTS;244205=CREATION OF EASEMENTS,4
244211,EASEMENTS AND SERVITUDES,244238,TERMINATION AND INCIDENTS OF EASEMENTS AND SERVITUDES,1,1,244236=TERMINATION AND INCIDENTS OF EASEMENTS,1
244211,EASEMENTS AND SERVITUDES,244220,INCIDENTS AND TERMINATION,1,3,244221=INCIDENTS OF EASEMENTS AND SERVITUDES,1
244261,CREATION OF SERVITUDES,244262,SERVITUDES BY OPERATION OF LAW,2,0,244263=SERVITUDES CREATED BY OPERATION OF LAW,1
244335,DOWER,244337,DEFEASANCE OR EXTINGUISHMENT OF DOWER,0,1,244340=LOSS OR BARRING OF DOWER,1
244347,INTERESTS AND ESTATES IN LAND,244356,MARITAL INTERESTS,0,3,244360=MARITAL INTERESTS IN REAL PROPERTY,1
244364,INTERESTS AND ESTATES IN REAL PROPERTY,244369,DOWER,0,4,244379=DOWER AND CURTESY,1
244398,INTERESTS AND RIGHTS IN LAND,244404,EASEMENTS AND SERVITUDES,0,2,244399=EASEMENTS;244402=EASEMENTS AND LICENSES,2
244415,INTERESTS AND RIGHTS IN REAL PROPERTY,244417,FIXTURES,0,2,244419=FIXTURES AND CHATTELS RELATED TO LAND,1
244423,INTERESTS IN LAND,244569,EQUITABLE INTERESTS IN LAND,1,3,244558=EQUITABLE INTERESTS;244563=EQUITABLE INTERESTS AND DOCTRINES;244566=EQUITABLE INTERESTS AND RIGHTS,3
244423,INTERESTS IN LAND,244435,COMMON LAW INTERESTS,0,2,244438=COMMON LAW RIGHTS IN LAND,1
244423,INTERESTS IN LAND,244647,LIENS,0,4,244651=LIENS ON REAL PROPERTY,1
244423,INTERESTS IN LAND,244462,DOWER,3,10,244461=DOOWER;244476=DOWER INTERESTS,2
244423,INTERESTS IN LAND,244616,INCUMBRANCES,0,2,244618=INCUMBRANCES ON LAND,1
244451,DEDICATION,244452,CAPACITY TO DEDICATE,1,0,244454=PERSONS WHO MAY DEDICATE,1
244480,EASEMENTS,244517,NATURE AND DEFINITION,4,0,244503=DEFINITION AND NATURE OF EASEMENTS;244516=NATURE AND CHARACTERISTICS OF EASEMENTS,2
244480,EASEMENTS,244484,ACQUISITION OF EASEMENTS,1,0,244481=ACQUISITION AND CREATION OF EASEMENTS;244490=CREATION AND ACQUISITION;244519=ORIGIN AND CREATION OF EASEMENTS,3
244480,EASEMENTS,244533,VIOLATIONS OF EASEMENTS,1,0,244515=INTERFERENCE WITH EASEMENTS,1
244480,EASEMENTS,244487,CLASSIFICATION OF EASEMENTS,3,0,244532=TYPES AND CLASSIFICATIONS OF EASEMENTS,1
244480,EASEMENTS,244531,TERMINATION AND EXTINGUISHMENT OF EASEMENTS,1,1,244510=EXTINGUISHMENT OF EASEMENTS,1
244496,CREATION OF EASEMENTS,244499,EXPRESS GRANT BY DEED,3,0,244497=EASEMENTS BY EXPRESS GRANT,1
244538,EASEMENTS AND SERVITUDES,244551,RIGHTS-OF-WAY,3,0,244546=EASEMENTS OF PASSAGE;244549=PASSAGEWAY EASEMENTS,2
244626,LICENSES,244645,REVOCATION OF LICENSES,5,1,244646=TERMINATION AND REVOCATION,1
244674,PUBLIC RIGHTS IN LAND,244675,COMMON LAW DEDICATION,1,1,244676=DEDICATION,1
244723,INTERESTS IN LAND OF ANOTHER,244737,EASEMENTS,0,7,244746=EASEMENTS AND SERVITUDES,1
244723,INTERESTS IN LAND OF ANOTHER,244727,DOWER,0,1,244729=DOWER AND CURTESY,1
244730,DOWER,244731,ABOLITION OF DOWER,0,2,244733=ABOLITION OR STATUTORY MODIFICATION OF DOWER,1
244766,INTERESTS IN REAL PROPERTY,244914,FIXTURES,1,7,244923=FIXTURES AND ATTACHMENTS,1
244766,INTERESTS IN REAL PROPERTY,244777,CONVEYANCES OF INTERESTS IN REAL PROPERTY,1,0,244780=DEEDS AND CONVEYANCES,1
244766,INTERESTS IN REAL PROPERTY,244896,EASEMENTS AND SERVITUDES,0,4,244893=EASEMENTS,1
244766,INTERESTS IN REAL PROPERTY,244959,INCUMBRANCES,2,1,244902=ENCUMBRANCES;244903=ENCUMBRANCES AND LIENS,2
244766,INTERESTS IN REAL PROPERTY,244909,ESTATES,0,2,244912=ESTATES IN REAL PROPERTY,1
244766,INTERESTS IN REAL PROPERTY,245086,POWERS OF ATTORNEY,3,0,245087=POWERS OF ATTORNEY RELATING TO REAL PROPERTY,1
244766,INTERESTS IN REAL PROPERTY,244772,CO-OWNERSHIP,0,2,244775=CO-OWNERSHIP AND DIVISION,1
244766,INTERESTS IN REAL PROPERTY,244779,COVENANTS RUNNING WITH THE LAND,4,0,244778=COVENANTS RELATING TO REAL PROPERTY,1
244766,INTERESTS IN REAL PROPERTY,245019,MORTGAGES,1,31,245017=MORTGAGE INTERESTS;245072=MORTGAGES AS PROPERTY INTERESTS,2
244766,INTERESTS IN REAL PROPERTY,244973,LESSOR-LESSEE RELATIONSHIP,0,6,244965=LANDLORD-TENANT RELATIONSHIPS;244983=LESSOR-TENANT RELATIONSHIPS,2
244766,INTERESTS IN REAL PROPERTY,245112,TRUSTS,0,3,245115=TRUSTS IN REAL PROPERTY,1
244766,INTERESTS IN REAL PROPERTY,244769,APPURTENANT INTERESTS,4,0,244767=APPURTENANCES AND ASSOCIATED RIGHTS;244768=APPURTENANCES AND INCIDENTS,2
244766,INTERESTS IN REAL PROPERTY,244888,DOWRY AND CURTESY,0,2,244881=DOWRIGHT AND CURTESY,1
244766,INTERESTS IN REAL PROPERTY,244802,DOWER,0,35,244798=DOOWER;244879=DOWER RIGHTS;244883=DOWRIGHT AND DOWER;244886=DOWRIGHTS;244891=DOWRY AND DOWER RIGHTS,5
