parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers
181387,RECORDED CONVEYANCES,181388,STATUTES AND DECISIONS,2,0,181389=STATUTES AND DECISIONS GOVERNING RECORDED CONVEYANCES,1
181409,RECEIPTS,181410,EFFECT OF UNEXPLAINED RECEIPTS,2,0,181411=EVIDENTIARY EFFECT ABENT EXPLANATION,1
181439,SECONDARY EVIDENCE,181451,TRANSIENT OR TRANSMISSIBLE WRITINGS,2,0,181450=TRANSIENT OR TRANSMISSIBLE DOCUMENTS,1
181582,ESTOPPEL,181613,PERSONS ENTITLED TO CLAIM ESTOPPEL,2,0,181612=PERSONS ENTITLED TO CLAIM BENEFIT OF ESTOPPEL,1
181582,ESTOPPEL,181596,ESTOPPEL BY MATTER OF RECORD,4,0,181600=ESTOPPEL BY RECORD,1
181582,ESTOPPEL,181606,JUDGMENT AS ESTOPPEL,1,2,181607=JUDGMENT ESTOPPEL,1
181582,ESTOPPEL,181603,ESTOPPEL IN PAIS,3,1,181595=ESTOPPEL BY MATTER IN PAIS,1
181731,PRIVILEGE AGAINST SELF-INCRIMINATION,181732,HISTORICAL DEVELOPMENT,2,0,181733=HISTORY OF THE PRIVILEGE,1
181770,EXAMINATION OF WITNESSES,181807,FORM OF EXAMINATION,0,0,181832=MODE AND FORM OF EXAMINATION,1
181774,CROSS-EXAMINATION,181785,SCOPE AND LIMITS OF CROSS-EXAMINATION,4,1,181786=SCOPE OF CROSS-EXAMINATION,1
181808,LEADING QUESTIONS,181809,EXCEPTIONS PERMITTING LEADING QUESTIONS,2,0,181810=EXCEPTIONS TO RULE AGAINST LEADING QUESTIONS,1
181856,REFRESHING RECOLLECTION,181859,USE OF MEMORANDA TO REFRESH MEMORY,1,1,181857=MEMORANDUM TO REFRESH MEMORY,1
181891,EXCLUSION OF EVIDENCE,181901,PUBLIC POLICY EXCLUSIONS,3,1,181892=EVIDENCE EXCLUDED ON GROUNDS OF PUBLIC POLICY;181895=EXCLUSION DUE TO PUBLIC POLICY,2
181927,EXCLUSIONARY RULES,181991,STATUTORY EXCLUSION OF PAROL PROOF,13,2,181986=STATUTORY EXCLUSION OF PAROL EVIDENCE,1
181937,PAROL EVIDENCE RULE,181949,EXCEPTIONS TO PAROL EVIDENCE RULE,1,3,181945=EXCEPTIONS,1
181992,STATUTORY EXCLUSIONS,181996,EXCLUSION OF PAROL EVIDENCE,4,2,182005=PAROL EVIDENCE RULE,1
181992,STATUTORY EXCLUSIONS,182000,FEDERAL STATUTORY EXCLUSION OF PAROL PROOF,1,0,182012=STATUTORY EXCLUSION OF PAROL PROOF,1
182022,EXCLUSIONARY RULES AND DOCTRINES,182030,PREVENTING SURPRISE IN EVIDENCE,6,0,182031=PREVENTING SURPRISE IN EVIDENCE PRESENTATION;182032=PREVENTING SURPRISE OR AMBUSH IN EVIDENCE PRESENTATION;182033=PREVENTION OF SURPRISE;182035=PROTECTION AGAINST UNFAIR SURPRISE,4
182062,EXCLUSIONARY RULES AND PRIVILEGES,182071,HEARSAY RULE,0,3,182069=HEARSAY,1
182127,EXPERT AND OPINION EVIDENCE,182130,ADMISSIBILITY OF EXPERT TESTIMONY,0,4,182128=ADMISSIBILITY OF EXPERT OPINION,1
182165,QUALIFICATIONS OF EXPERT WITNESSES,182166,MECHANICS AND MACHINISTS,2,0,182167=MECHANICS AND MACHINISTS AS EXPERT WITNESSES,1
182178,EXPERT AND SCIENTIFIC EVIDENCE,182188,FORENSIC EVIDENCE,0,7,182197=FORENSIC SCIENCE EVIDENCE,1
182207,EXPERT TESTIMONY,182208,ADMISSIBILITY,0,2,182210=ADMISSIBILITY OF EXPERT TESTIMONY,1
182241,ADMISSIBILITY STANDARDS,182246,FRYE GENERAL ACCEPTANCE TEST,0,0,182244=FRYE GENERAL ACCEPTANCE STANDARD,1
182287,FEDERAL RULES OF EVIDENCE,182288,CHARACTER AND CONDUCT EVIDENCE,0,2,182290=CHARACTER AND SIMILAR CONDUCT EVIDENCE,1
182364,FORMS AND TYPES OF EVIDENCE,182380,TESTIMONIAL EVIDENCE,0,9,182386=TESTIMONY,1
182389,FORMS OF EVIDENCE,182537,WRITTEN EVIDENCE,1,4,182540=WRITTEN MATERIALS AS EVIDENCE,1
182389,FORMS OF EVIDENCE,182497,ORAL EVIDENCE,2,17,182498=ORAL TESTIMONY,1
182389,FORMS OF EVIDENCE,182532,TESTIMONY,0,0,182508=TESTIMONIAL EVIDENCE,1
182399,DEPOSITIONS,182423,USE OF DEPOSITIONS BY PARTIES,2,0,182420=USE OF DEPOSITION BY EITHER PARTY,1
182399,DEPOSITIONS,182405,DEPOSITIONS IN PERPETUAM,1,1,182406=DEPOSITIONS IN PERPETUAM MEMORIAM,1
182425,DOCUMENTARY EVIDENCE,182426,ADMISSIBILITY OF COPIES,2,0,182427=ADMISSIBILITY OF COPIES OF DOCUMENTS,1
182508,TESTIMONIAL EVIDENCE,182521,PRIOR TESTIMONY,1,1,182516=FORMER TESTIMONY,1
182540,WRITTEN MATERIALS AS EVIDENCE,182541,LEARNED TREATISES AS EVIDENCE,2,0,182542=USE OF STANDARD TREATISES AS EVIDENCE,1
182588,GENERAL PRINCIPLES AND DEFINITIONS,182589,DEFINITION OF EVIDENCE IN LAW,1,1,182591=MEANINGS OF THE TERM EVIDENCE,1
182633,HEARSAY,183039,PARTY ADMISSIONS,0,2,182636=ADMISSIONS,1
182633,HEARSAY,182668,DEFINITION AND NATURE,0,0,182670=DEFINITION AND NATURE OF HEARSAY,1
182633,HEARSAY,182988,HEARSAY EXCEPTIONS AND EXCLUSIONS,0,11,182690=EXCEPTIONS AND EXCLUSIONS,1
182633,HEARSAY,183029,NONHEARSAY USES,0,2,183032=NONHEARSAY USES OF OUT-OF-COURT STATEMENTS,1
182633,HEARSAY,182737,EXCEPTIONS TO THE HEARSAY RULE,3,148,182910=HEARSAY EXCEPTIONS,1
182694,EXCEPTIONS TO HEARSAY,182695,BUSINESS RECORDS,0,2,182702=REGULAR ENTRIES AND BUSINESS RECORDS,1
182737,EXCEPTIONS TO THE HEARSAY RULE,182875,THEORETICAL FOUNDATIONS OF HEARSAY EXCEPTIONS,0,5,182871=THEORETICAL BASES FOR HEARSAY EXCEPTIONS;182873=THEORETICAL BASIS OF HEARSAY EXCEPTIONS;182878=THEORY AND RATIONALE OF EXCEPTIONS,3
182768,DYING DECLARATIONS,182769,DECLARANT'S BELIEF IN IMPENDING DEATH,2,0,182770=DECLARANT'S CONSCIOUSNESS OF IMPENDING DEATH,1
182774,FORMER TESTIMONY,182776,MAGISTRATE'S REPORT OF TESTIMONY,1,0,182779=TESTIMONY BEFORE A COMMITTING MAGISTRATE OR JUSTICE OF THE PEACE,1
182910,HEARSAY EXCEPTIONS,182978,STATEMENTS AGAINST INTEREST,0,0,182931=DECLARATIONS AGAINST INTEREST,1
182910,HEARSAY EXCEPTIONS,182974,RES GESTAE,0,2,182976=RES GESTAE DOCTRINE,1
182910,HEARSAY EXCEPTIONS,182913,ANCIENT DOCUMENTS EXCEPTION,1,1,182911=ANCIENT DOCUMENTS,1
182910,HEARSAY EXCEPTIONS,182918,BUSINESS RECORDS AND REGULAR ENTRIES,0,10,182916=BUSINESS AND REGULAR ENTRIES;182923=BUSINESS RECORDS EXCEPTION,2
182910,HEARSAY EXCEPTIONS,182959,PEDIGREE AND FAMILY HISTORY STATEMENTS,0,5,182944=FAMILY HISTORY AND PEDIGREE DECLARATIONS,1
182910,HEARSAY EXCEPTIONS,182927,DECLARANT UNAVAILABLE,0,4,182982=UNAVAILABILITY OF DECLARANT,1
182910,HEARSAY EXCEPTIONS,182949,FORMER TESTIMONY,0,0,182952=FORMER TESTIMONY EXCEPTION,1
182910,HEARSAY EXCEPTIONS,182938,EXCITED UTTERANCES AND SPONTANEOUS DECLARATIONS,0,0,182940=EXCITED UTTERANCES AND SPONTANEOUS EXCLAMATIONS,1
182988,HEARSAY EXCEPTIONS AND EXCLUSIONS,182993,PARTY ADMISSIONS,0,5,182990=ADMISSIONS BY PARTY-OPPONENTS,1
183082,HEARSAY AND ADMISSIONS,183096,PARTY ADMISSIONS,0,3,183089=ADMISSIONS BY PARTIES,1
183082,HEARSAY AND ADMISSIONS,183093,AGENCY ADMISSIONS,2,0,183088=ADMISSIONS BY AGENT BINDING PRINCIPAL,1
183083,ADMISSIONS,183086,ADMISSIONS IMPLIED FROM CONDUCT,2,0,183085=ADMISSIONS BY SILENCE OR CONDUCT,1
183099,HEARSAY AND EXCEPTIONS,183229,DECLARATIONS OF DECEASED PERSONS,0,6,183234=DECLARATIONS OF DECEDENTS,1
183099,HEARSAY AND EXCEPTIONS,183168,DECLARANT COMPETENCY,0,2,183176=DECLARANT'S COMPETENCY,1
183099,HEARSAY AND EXCEPTIONS,183357,PUBLIC RECORDS AND OFFICIAL RECORDS EXCEPTION,0,0,183359=PUBLIC RECORDS AND OFFICIAL WRITINGS EXCEPTION;183361=PUBLIC RECORDS AND OFFICIAL WRITTEN STATEMENTS,2
183099,HEARSAY AND EXCEPTIONS,183164,CO-CONSPIRATOR ADMISSIONS,0,2,183166=CO-CONSPIRATOR STATEMENTS,1
183099,HEARSAY AND EXCEPTIONS,183241,DECLARATIONS OF RELATIVES,1,1,183238=DECLARATIONS OF FAMILY MEMBERS,1
183099,HEARSAY AND EXCEPTIONS,183401,RES GESTÆ DOCTRINE,2,10,183387=RES GESTAE;183396=RES GESTAE DOCTRINE;183400=RES GESTAE EXCEPTION,3
183099,HEARSAY AND EXCEPTIONS,183338,PARTY ADMISSIONS,0,6,183345=PARTY-OPPONENT ADMISSIONS,1
183099,HEARSAY AND EXCEPTIONS,183404,SPONTANEOUS STATEMENTS EXCEPTION,0,4,183402=SPONTANEOUS STATEMENTS,1
183120,VICARIOUS ADMISSIONS,183123,DECLARATIONS OF AGENTS,3,0,183122=AGENT'S ADMISSIONS AND DECLARATIONS,1
183120,VICARIOUS ADMISSIONS,183125,DECLARATIONS OF REPRESENTATIVES,2,0,183124=DECLARATIONS OF PERSONS ACTING IN A REPRESENTATIVE CAPACITY,1
183243,DYING DECLARATIONS,183248,DEFINITION AND DISTINGUISHED CHARACTERISTICS,2,0,183249=DEFINITION AND DISTINGUISHING CHARACTERISTICS,1
183243,DYING DECLARATIONS,183255,SENSE OF IMPENDING DEATH,2,0,183250=EXPECTATION OF IMMEDIATE DEATH,1
183288,FORMER TESTIMONY EXCEPTION,183297,TESTIMONY FROM PRIOR ACTIONS,2,0,183296=TESTIMONY FROM PRIOR ACTION OR PROCEEDING,1
183330,NON-HEARSAY STATEMENTS,183332,STATEMENTS THROUGH INTERPRETER,2,0,183331=INTERPRETER-TRANSLATED TESTIMONY,1
183333,OFFICIAL RECORDS AND REPORTS,183334,MAGISTRATE OR CORONER REPORT OF WITNESS TESTIMONY,2,0,183335=MAGISTRATE'S OR CORONER'S REPORT OF WITNESS TESTIMONY,1
183366,REPUTATION EVIDENCE,183383,REPUTATION TO PROVE PARTNERSHIP,2,0,183367=ADMISSIBILITY OF REPUTATION TO PROVE PARTNERSHIP,1
183387,RES GESTAE,183389,DECLARATIONS AS PART OF THE RES GESTAE,5,0,183388=DECLARATIONS AND OCCURRENCES AS RES GESTAE;183395=STATEMENTS OR ACTS AS PART OF THE TRANSACTION,2
183396,RES GESTAE DOCTRINE,183397,CONTEMPORANEOUS OR SPONTANEOUS STATEMENTS,2,1,183398=SPONTANEOUS DECLARATIONS AND CONTEMPORANEOUS ACTS,1
183439,HEARSAY AND ITS EXCEPTIONS,183470,HEARSAY EXCEPTIONS,0,0,183461=EXCEPTIONS TO HEARSAY RULE,1
183439,HEARSAY AND ITS EXCEPTIONS,183476,PUBLIC RECORDS AND OFFICIAL ACTS,0,3,183478=PUBLIC RECORDS AND OFFICIAL DOCUMENTS;183480=PUBLIC RECORDS AND OFFICIAL WRITINGS,2
183442,ADMISSIONS AND CONFESSIONS,183445,PARTY ADMISSIONS,1,1,183443=ADMISSIONS BY PARTY-OPPONENT,1
183458,DYING DECLARATIONS,183459,CONSCIOUSNESS OF APPROACHING DEATH,2,0,183460=DECLARANT'S EXPECTATION OF IMMINENT DEATH,1
183517,HEARSAY RULE,183533,EXCEPTIONS TO HEARSAY RULE,1,8,183520=EXCEPTIONS TO HEARSAY,1
183517,HEARSAY RULE,183518,DEFINITION AND DISTINCTION,0,2,183539=HEARSAY DEFINED AND DISTINGUISHED,1
183548,HEARSAY RULE AND EXCEPTIONS,183706,STATUTORY HEARSAY EXCEPTIONS,2,2,183704=STATUTORY EXCEPTIONS,1
183548,HEARSAY RULE AND EXCEPTIONS,183648,HEARSAY DEFINED,0,4,183651=HEARSAY DEFINITION AND SCOPE,1
183548,HEARSAY RULE AND EXCEPTIONS,183690,RES GESTAE,0,5,183693=RES GESTAE DOCTRINE;183696=RES GESTAE EXCEPTION,2
183548,HEARSAY RULE AND EXCEPTIONS,183631,EXCEPTIONS TO THE HEARSAY RULE,1,11,183653=HEARSAY EXCEPTIONS,1
183548,HEARSAY RULE AND EXCEPTIONS,183600,DECLARATIONS CONCERNING PEDIGREE,1,4,183595=DECLARATIONS AS TO PEDIGREE,1
183561,BUSINESS RECORDS EXCEPTION,183564,REGULAR COURSE OF BUSINESS,2,1,183562=ENTRIES IN THE REGULAR COURSE OF BUSINESS,1
183792,IMPEACHMENT OF WITNESSES,183810,IMPEACHMENT BY INCONSISTENT STATEMENTS,0,0,183821=IMPEACHMENT BY PRIOR INCONSISTENT STATEMENTS,1
183792,IMPEACHMENT OF WITNESSES,183804,FORMS OF IMPEACHMENT,0,0,183824=METHODS OF IMPEACHMENT,1
183850,INFERENCES AND PRESUMPTIONS,183856,INFERENCES FROM FACTS,1,2,183857=INFERENCES OF FACT,1
183898,INTERPRETATION AND CONSTRUCTION OF WRITINGS,183905,AMBIGUITY,0,5,183899=AMBIGUITIES;183903=AMBIGUITIES IN WRITTEN INSTRUMENTS;183909=AMBIGUITY IN WRITINGS,3
183990,JUDICIAL ADMINISTRATION OF EVIDENCE,183998,TRIAL COURT DISCRETION,0,0,184000=TRIAL COURT'S DISCRETION;184001=TRIAL JUDGE'S DISCRETION,2
184045,JUDICIAL NOTICE,184190,MATTERS OF COMMON KNOWLEDGE,4,6,184199=MATTERS OF GENERAL NOTORIETY AND COMMON KNOWLEDGE,1
184080,GENERAL NOTORIETY,184082,CLASSES OF FACTS SO ESTABLISHED,2,0,184081=CLASSES OF FACTS ESTABLISHED BY NOTORIETY,1
184094,JUDICIAL KNOWLEDGE OF LAW,184098,JUDICIAL KNOWLEDGE OF WRITTEN LAW,2,0,184099=JUDICIAL KNOWLEDGE OF WRITTEN LAW AND STATUTES,1
184138,JUDICIAL NOTICE OF WRITTEN LAW,184144,STATE WRITTEN LAW,5,0,184142=STATE LAW;184143=STATE STATUTES,2
184167,JUDICIAL NOTICE OF WRITTEN LAW,184169,STATUTES SUBJECT TO JUDICIAL NOTICE,4,0,184168=JUDICIAL NOTICE OF STATUTES,1
184380,JUDICIAL NOTICE AND PRESUMPTIONS,184393,RES JUDICATA AND COLLATERAL ESTOPPEL,0,2,184396=RES JUDICATA AND FORMER ADJUDICATION,1
184387,PRESUMPTIONS,184388,PRESUMPTION OF FOREIGN LAW,1,1,184389=PRESUMPTIONS CONCERNING FOREIGN LAW,1
184434,JUDICIAL NOTICE AND REPORTED CASES,184441,REPORTED CASES AS EVIDENCE,2,0,184442=USE OF REPORTED CASES AS EVIDENCE,1
184456,JUDICIAL NOTICE AND USE OF PRECEDENT,184460,CITATION OF CASE LAW,2,0,184458=CITATION AND AUTHORITY OF CASE LAW,1
184508,LEGISLATIVE AND STATUTORY RULES OF EVIDENCE,184513,STATUTORY MODIFICATIONS TO EVIDENCE LAW,2,0,184512=STATUTORY DEROGATION OF COMMON LAW EVIDENCE RULES,1
184534,MODE OF RECEIVING PROOF,184553,JUDICIAL NOTICE OF CASE LAW,7,0,184549=JUDICIAL NOTICE AND CITATION OF PRECEDENTS;184551=JUDICIAL NOTICE AND REFERENCE TO CASE LAW;184552=JUDICIAL NOTICE AND REFERENCE TO PRIOR CASES;184554=JUDICIAL NOTICE OF CASE LAW PRECEDENTS,4
184575,DOCUMENTARY EVIDENCE,184587,OFFICIAL AND LEGISLATIVE RECORDS,0,2,184589=PUBLIC RECORDS AND OFFICIAL DOCUMENTS,1
184575,DOCUMENTARY EVIDENCE,184582,ATTESTED WRITINGS,0,2,184580=ATTESTED DOCUMENTS,1
184645,MODES OF PROOF AND PRESENTATION,184649,REAL AND DEMONSTRATIVE EVIDENCE,0,3,184646=PHYSICAL OR DEMONSTRATIVE EVIDENCE,1
184741,OPINION AND EXPERT EVIDENCE,184755,EXPERT TESTIMONY,0,7,184772=EXPERT WITNESS TESTIMONY,1
184741,OPINION AND EXPERT EVIDENCE,184805,QUALIFICATION OF EXPERTS,0,0,184768=EXPERT WITNESS QUALIFICATIONS,1
184741,OPINION AND EXPERT EVIDENCE,184746,COMPETENCY OF EXPERTS,1,7,184744=COMPETENCY OF EXPERT WITNESSES,1
184814,OPINION AND EXPERT TESTIMONY,184835,EXPERTISE AND QUALIFICATIONS,0,2,184829=EXPERT WITNESS QUALIFICATIONS,1
184814,OPINION AND EXPERT TESTIMONY,184841,LAY WITNESS OPINIONS,0,2,184838=LAY OPINION TESTIMONY,1
184851,OPINION EVIDENCE,184868,EXPERT OPINIONS,0,2,184866=EXPERT OPINION EVIDENCE,1
184851,OPINION EVIDENCE,184865,EXPERT AND LAY OPINION TESTIMONY,1,4,184862=EXPERT AND LAY OPINION,1
184851,OPINION EVIDENCE,184888,LAY WITNESS OPINION,0,9,184883=LAY OPINION,1
185120,PAROL EVIDENCE RULE AND EXCEPTIONS,185136,PAROL EVIDENCE TO RECHARACTERIZE A DEED AS A MORTGAGE,1,1,185132=PAROL EVIDENCE TO PROVE AN ABSOLUTE DEED A MORTGAGE,1
185222,RIGHT TO PROVE ONE'S CASE,185223,ORDER OF PROOF,3,0,185225=SEQUENCE AND ORDER OF INTRODUCING EVIDENCE,1
185231,PRESENTATION OF EVIDENCE,185247,WITNESS EXAMINATION,0,2,185233=EXAMINATION OF WITNESSES,1
185264,PRESERVATION AND PERPETUATION OF TESTIMONY,185266,PROOF IN PERPETUAL MEMORY,2,0,185265=DEPOSITIONS IN PERPETUAM REI MEMORIAM,1
185275,PRESUMPTIONS,185401,PRESUMPTIONS IN CRIMINAL CASES,1,1,185402=PRESUMPTIONS IN CRIMINAL PROCEEDINGS,1
185275,PRESUMPTIONS,185316,LEGAL PRESUMPTIONS,1,2,185319=LEGAL PRESUMPTIONS (PRAESUMPTIONES JURIS),1
185275,PRESUMPTIONS,185284,CONCLUSIVE PRESUMPTIONS,10,8,185283=CONCLUSIVE OR IRREBUTTABLE PRESUMPTIONS,1
185275,PRESUMPTIONS,185382,PRESUMPTIONS AS TO MARRIAGE,0,0,185376=PRESUMPTIONS ARISING FROM MARRIAGE,1
185275,PRESUMPTIONS,185293,CONFLICTING PRESUMPTIONS,2,2,185291=CONFLICT OF PRESUMPTIONS,1
185275,PRESUMPTIONS,185482,REBUTTABLE PRESUMPTIONS,2,6,185481=REBUTTABLE (DISPUTABLE) PRESUMPTIONS,1
185275,PRESUMPTIONS,185370,PRESUMPTION OF REGULARITY IN OFFICIAL ACTS,1,1,185329=OFFICIAL ACT PRESUMPTION,1
185363,PRESUMPTION OF REGULARITY,185365,GENERAL RULE,2,0,185366=OMNIA PRAESUMUNTUR RITE ESSE ACTA,1
185409,PRESUMPTIONS OF FACT,185423,PRESUMPTION OF CONTINUANCE,2,1,185411=CONTINUITY PRESUMPTION,1
185409,PRESUMPTIONS OF FACT,185428,PRESUMPTION OF PAYMENT FROM LAPSE OF TIME,3,0,185422=PAYMENT PRESUMED FROM LAPSE OF TIME,1
185457,PRESUMPTIONS OF REGULARITY,185464,PERFORMANCE OF OFFICIAL DUTY,4,1,185461=OFFICIAL ACTS PRESUMED REGULARLY PERFORMED;185462=OFFICIAL ACTS PRESUMPTION;185467=REGULARITY OF OFFICIAL ACTS,3
185524,PRESUMPTIONS AND BURDENS OF PROOF,185533,CONFLICTING AND COUNTER-PRESUMPTIONS,1,1,185531=CONFLICT OF PRESUMPTIONS,1
185555,PRESUMPTIONS AND INFERENCES,185633,PRESUMPTIONS OF REGULARITY,2,4,185570=GENERAL PRESUMPTIONS OF REGULARITY,1
185555,PRESUMPTIONS AND INFERENCES,185589,PRESUMPTION OF INNOCENCE,3,1,185591=PRESUMPTION OF INNOCENCE IN CRIMINAL CASES,1
185555,PRESUMPTIONS AND INFERENCES,185560,ADVERSE INFERENCE FROM WITHHOLDING EVIDENCE,2,1,185557=ADVERSE INFERENCE FROM FAILURE TO PRODUCE EVIDENCE,1
185679,PRIVILEGES,185721,HISTORY OF PRIVILEGES,4,0,185719=HISTORICAL DEVELOPMENT,1
185679,PRIVILEGES,185709,CLAIMING PRIVILEGE AND WAIVER,1,1,185704=CLAIM AND WAIVER OF PRIVILEGE,1
185679,PRIVILEGES,185726,MARITAL PRIVILEGE,0,2,185724=MARITAL COMMUNICATIONS PRIVILEGE,1
185680,ATTORNEY-CLIENT PRIVILEGE,185692,SCOPE AND APPLICATION,1,2,185690=SCOPE AND APPLICABILITY,1
185680,ATTORNEY-CLIENT PRIVILEGE,185697,WAIVER,0,2,185702=WAIVER OF PRIVILEGE,1
185784,PRIVILEGES AND EXCLUSIONS,185808,GOVERNMENT PRIVILEGES,0,2,185810=GOVERNMENTAL PRIVILEGES,1
185814,MARITAL COMMUNICATIONS PRIVILEGE,185818,THIRD PERSONS OVERHEARING,1,0,185816=PRESENCE OF THIRD PERSONS,1
185820,WAIVER OF PRIVILEGE,185821,WAIVER BY CALLING THE PHYSICIAN,2,0,185822=WAIVER BY CALLING THE PHYSICIAN AS WITNESS,1
185846,PRIVILEGES AND IMMUNITIES,185870,PRIVILEGE AGAINST SELF-INCRIMINATION,0,10,185883=SELF-INCRIMINATION PRIVILEGE,1
185848,ATTORNEY-CLIENT PRIVILEGE,185857,WAIVER,0,2,185859=WAIVER OF PRIVILEGE,1
185892,PRIVILEGES AND IMMUNITIES FROM DISCLOSURE,185974,PRIVILEGE AGAINST SELF-INCRIMINATION,0,13,186020=SELF-INCRIMINATION PRIVILEGE,1
185892,PRIVILEGES AND IMMUNITIES FROM DISCLOSURE,186030,SPOUSAL PRIVILEGES,0,9,185960=MARITAL OR SPOUSAL PRIVILEGE;185963=MARITAL PRIVILEGES,2
185897,ATTORNEY-CLIENT PRIVILEGE,185923,SCOPE OF PROTECTED COMMUNICATIONS,2,2,185921=SCOPE OF PRIVILEGED COMMUNICATIONS,1
185897,ATTORNEY-CLIENT PRIVILEGE,185915,SCOPE AND LIMITATIONS,0,0,185917=SCOPE AND LIMITS OF THE PRIVILEGE,1
186030,SPOUSAL PRIVILEGES,186031,CONFIDENTIAL MARITAL COMMUNICATIONS PRIVILEGE,2,3,186033=MARITAL COMMUNICATIONS PRIVILEGE;186034=SPOUSAL COMMUNICATION PRIVILEGE,2
186034,SPOUSAL COMMUNICATION PRIVILEGE,186036,CRITICISM AND ABROGATION,2,0,186035=CRITICISM AND ABOLITION OF THE PRIVILEGE,1
186088,INFERENCES AND PRESUMPTIONS,186091,WEIGHT OF INFERENCES,0,2,186089=PROBATIVE WEIGHT OF INFERENCES,1
186230,PROOF AND PRESENTATION,186233,STIPULATIONS AND AGREED STATEMENTS OF FACT,1,1,186231=STIPULATIONS AND AGREED FACTS,1
186379,COMMENT ON FACTS,186381,ENGLISH AND FEDERAL COURTS,2,0,186380=COMMON-LAW RULE IN ENGLISH AND FEDERAL COURTS,1
186450,RELEVANCE,186451,DEFINITION AND SCOPE OF RELEVANT EVIDENCE,1,1,186452=DEFINITION OF RELEVANT EVIDENCE;186454=DEFINITION OF RELEVANT EVIDENCE AND GENERAL ADMISSIBILITY,2
186466,RELEVANCE AND ADMISSIBILITY,186567,MOTIVE AS EVIDENCE,2,6,186572=MOTIVE EVIDENCE,1
186466,RELEVANCE AND ADMISSIBILITY,186473,CHARACTER AND OTHER-ACTS EVIDENCE,0,4,186477=CHARACTER AND PRIOR ACTS EVIDENCE,1
186466,RELEVANCE AND ADMISSIBILITY,186598,RELEVANCE,0,2,186601=RELEVANCE OF EVIDENCE,1
186466,RELEVANCE AND ADMISSIBILITY,186612,SIMILAR OCCURRENCES OR HABITS,0,2,186610=SIMILAR OCCURRENCES AND HABIT EVIDENCE,1
186486,CHARACTER EVIDENCE,186511,PROPENSITY CHARACTER EVIDENCE,1,1,186512=PROPENSITY EVIDENCE,1
186550,IDENTITY EVIDENCE,186552,IRRELEVANCE OF ACT'S CRIMINALITY,2,0,186551=CRIMINALITY OF ACT IMMATERIAL TO IDENTITY,1
186663,RELEVANCE AND EXCLUSION,186666,CHARACTER EVIDENCE,0,7,186664=CHARACTER AND PROPENSITY EVIDENCE,1
186791,RELEVANCE AND PROBATIVE VALUE,186792,CHARACTER AND HABIT EVIDENCE,0,5,"186794=CHARACTER EVIDENCE;186798=CHARACTER, DISPOSITION, AND HABIT EVIDENCE;186800=CHARACTER, HABIT, AND PROPENSITY EVIDENCE;186802=CHARACTER, HABIT, AND ROUTINE PRACTICE EVIDENCE",4
186854,RELEVANCY,186874,SIMILAR OCCURRENCES OR ACTS,0,2,186870=SIMILAR OCCURRENCES;186872=SIMILAR OCCURRENCES AND OTHER ACTS,2
186878,RELEVANCY AND ADMISSIBILITY,186963,RELEVANCY AND AUXILIARY POLICY DISTINGUISHED,2,0,186971=RELEVANCY VERSUS AUXILIARY POLICY EXCLUSIONARY RULES,1
186894,CHARACTER AND OTHER-ACTS EVIDENCE,186899,OTHER CRIMES OR WRONGS,0,2,"186901=OTHER CRIMES, WRONGS, OR ACTS",1
186980,RELEVANCY AND CHARACTER EVIDENCE,186999,CHARACTER OF PARTY,0,2,186997=CHARACTER OF PARTIES,1
187044,RELEVANCY AND MATERIALITY,187063,COLLATERAL FACTS,0,6,187070=COLLATERAL MATTERS,1
187119,RELEVANCY AND PROBATIVE VALUE,187137,LOGICAL RELEVANCE,0,2,187139=LOGICAL RELEVANCY,1
187162,RIGHT TO PRESENT EVIDENCE,187165,RIGHT TO PROVE ONE'S CASE,5,3,187163=PARTY'S RIGHT TO PROVE CASE,1
187188,ROLE OF COURT AND JUDGE,187190,JUDICIAL AUTHORITY TO APPLY RULES OF LAW,3,0,187189=APPLICATION OF LEGAL RULES BY JUDGE,1
187212,RULES OF ADMISSIBILITY,187234,HEARSAY AND EXCEPTIONS,0,5,187240=HEARSAY AND HEARSAY EXCEPTIONS,1
187225,HEARSAY,187227,DEFINITION OF HEARSAY,2,0,187226=DEFINITION AND SCOPE OF THE HEARSAY RULE,1
187234,HEARSAY AND EXCEPTIONS,187237,RES GESTAE DOCTRINE,5,1,187236=RES GESTAE;187239=RES GESTÆ DOCTRINE,2
187245,PAROL EVIDENCE RULE,187248,ADMISSIBILITY OF PAROL EVIDENCE,6,0,187251=ADMISSIBILITY OF PAROL PROOF;187252=ADMISSIBILITY OF PAROL TESTIMONY,2
187268,RULES OF ADMISSIBILITY AND EXCLUSION,187289,HEARSAY AND ITS EXCEPTIONS,0,7,187284=HEARSAY AND EXCEPTIONS;187286=HEARSAY AND HEARSAY EXCEPTIONS,2
187308,PAROL EVIDENCE RULE,187312,MODIFICATION OR CONTRADICTION OF WRITINGS,1,0,187313=MODIFICATION OR VARIATION OF WRITTEN INSTRUMENTS,1
187330,RULES OF EVIDENCE,187345,APPLICATION AND INTERPRETATION OF EVIDENCE RULES,2,1,187346=APPLICATION AND INTERPRETATION OF EVIDENTIARY RULES,1
187330,RULES OF EVIDENCE,187391,EXCEPTIONS TO EVIDENCE RULES,7,1,187393=EXCEPTIONS TO EVIDENTIARY RULES,1
